""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU_2"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UCG-002"	"Unclassified _UCG-002"
"OTU_4"	0.0362538972052061	-0.130501163752704	3.3121263551262	-0.0394010221109852	0.968570665017095	0.995478544549256	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium]_nodatum_group"	"Unclassified _[Eubacterium]_nodatum_group"
"OTU_8"	0	NA	NA	NA	NA	NA	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sphaerochaeta"	"Unclassified _Sphaerochaeta"
"OTU_16"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Mitsuokella"	"Unclassified _Mitsuokella"
"OTU_17"	3.44132178172804	4.45929064010644	1.31957642788429	3.37933487282441	0.000726614425587486	0.0183106835248046	"Eukaryota"	"Vertebrata"	"Mammalia"	"Unclassified_Mammalia"	"Unclassified_Mammalia"	"Unclassified_Mammalia"	"Unclassified_Mammalia"
"OTU_19"	0	NA	NA	NA	NA	NA	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_NK3B31_group"	"Unclassified _Prevotellaceae_NK3B31_group"
"OTU_20"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia_vadinBB60_group"	"Unclassified_Clostridia_vadinBB60_group"	"Unclassified_Clostridia_vadinBB60_group"	"Unclassified_Clostridia_vadinBB60_group"
"OTU_23"	59.1551787785661	-0.151894884453444	0.619094098414347	-0.245350238101904	0.806185255798034	0.995478544549256	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Rothia"	"Unclassified _Rothia"
"OTU_24"	0	NA	NA	NA	NA	NA	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenellaceae_RC9_gut_group"	"Unclassified _Rikenellaceae_RC9_gut_group"
"OTU_25"	0	NA	NA	NA	NA	NA	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella_9"	"Unclassified _Prevotella_9"
"OTU_28"	0.0684042682374442	-0.0403337128778428	3.3121263551262	-0.0121775888215792	0.990283930030661	0.995478544549256	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemanella"	"Unclassified _Holdemanella"
"OTU_39"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Unclassified_Streptococcaceae"	"Unclassified_Streptococcaceae"
"OTU_40"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"[Eubacterium]_coprostanoligenes_group"	"Unclassified_[Eubacterium]_coprostanoligenes_group"	"Unclassified_[Eubacterium]_coprostanoligenes_group"
"OTU_46"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-009"	"Unclassified _UCG-009"
"OTU_54"	0.035104211795511	-0.130501163752705	3.3121263551262	-0.0394010221109852	0.968570665017095	0.995478544549256	"Bacteria"	"Firmicutes"	"Clostridia"	"Christensenellales"	"Christensenellaceae"	"Christensenellaceae_R-7_group"	"Unclassified _Christensenellaceae_R-7_group"
"OTU_57"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"Unclassified_RF39"	"Unclassified_RF39"	"Unclassified_RF39"
"OTU_58"	0	NA	NA	NA	NA	NA	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Unclassified_Muribaculaceae"	"Unclassified_Muribaculaceae"
"OTU_63"	0.0225396571128454	-0.220668614627566	3.3121263551262	-0.0666244554003912	0.946880676403478	0.995478544549256	"Bacteria"	"Firmicutes"	"Bacilli"	"Unclassified_Bacilli"	"Unclassified_Bacilli"	"Unclassified_Bacilli"	"Unclassified_Bacilli"
"OTU_66"	0.124370984448694	0.510637172366218	3.31187630885409	0.154183648405305	0.877464934700379	0.995478544549256	"Bacteria"	"Firmicutes"	"Clostridia"	"Unclassified_Clostridia"	"Unclassified_Clostridia"	"Unclassified_Clostridia"	"Unclassified_Clostridia"
"OTU_68"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"uncultured"	"Unclassified _uncultured"
"OTU_93"	0	NA	NA	NA	NA	NA	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Unclassified_Lactobacillaceae"	"Unclassified_Lactobacillaceae"
"OTU_100"	0	NA	NA	NA	NA	NA	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium_animalis"
